_id,createdAt,isActive,pbrand,pcategory,pdesc,pidealfor,pimage,pmrp,pname,pprice
6410293a82e66dc81547f241,2023-03-03T13:55:11.655+00:12,TRUE,Roadster,Tshirts,Time Travlr Round Neck Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/2499226/2018/4/26/11524733798793-Roadster-Men-Maroon-Printed-Round-Neck-T-shirt-1491524733798592-1.jpg,499,Roadster Time Travlr Men Maroon Printed Round Neck,199
6410293a82e66dc81547f242,2023-03-03T13:55:11.655+00:13,TRUE,HRX by Hrithik Roshan,Tshirts,Printed Cotton Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/1700944/2019/6/8/488007ef-c65e-4a2f-a92b-65b6846894861559989274078-HRX-by-Hrithik-Roshan-Men-Yellow-Printed-Round-Neck-T-Shirt--1.jpg,699,HRX by Hrithik Roshan Men Yellow Printed Cotton Pu,349
6410293a82e66dc81547f243,2023-03-03T13:55:11.655+00:14,TRUE,The Souled Store,Tshirts,Men Oversized T-shirt,Men,http://assets.myntassets.com/assets/images/20174336/2022/9/26/48d1863f-a862-4632-ab2b-07b5432756e11664203727223LooneyTunesMagicMushroom1.jpg,1499,The Souled Store Men Looney Tunes Printed Oversize,839
6410293a82e66dc81547f244,2023-03-03T13:55:11.655+00:15,TRUE,Louis Philippe Sport,Tshirts,Men Polo Collar T-shirt,Men,http://assets.myntassets.com/assets/images/18762052/2022/7/6/a334b56e-07a2-4af5-b351-33dff73d919f1657078729492-Louis-Philippe-Sport-Men-Tshirts-2151657078728961-1.jpg,1299,Louis Philippe Sport Men Black Polo Collar T-shirt,766
6410293a82e66dc81547f245,2023-03-03T13:55:11.655+00:16,TRUE,HRX by Hrithik Roshan,Tshirts,Slim Rapid Dry Raglan T-shirt,Men,http://assets.myntassets.com/assets/images/2314372/2018/6/19/29e8ddfd-6f5f-43fd-8b71-dfa8ac6cef681529385860869-HRX-by-Hrithik-Roshan-Men-Charcoal-Grey-Slim-Advanced-Rapid--1.jpg,899,HRX by Hrithik Roshan Men Charcoal Grey Slim Advan,359
6410293a82e66dc81547f246,2023-03-03T13:55:11.655+00:17,TRUE,Huetrap,Tshirts,Graphic Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/1967371/2017/6/30/11498806696407-Huetrap-Men-White-Printed-Round-Neck-T-shirt-5261498806696272-1.jpg,1399,Huetrap Men White Graphic Printed Cotton T-shirt,391
6410293a82e66dc81547f247,2023-03-03T13:55:11.655+00:18,TRUE,WROGN,Tshirts,Slim Fit Polo Collar Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/11363586/2020/2/24/0514ded3-4510-4424-a95b-4eec40ba682d1582537725285-WROGN-Men-Tshirts-3991582537723239-1.jpg,1499,WROGN Men Teal Blue Striped Slim Fit Polo Collar P,974
6410293a82e66dc81547f248,2023-03-03T13:55:11.655+00:19,TRUE,Roadster,Tshirts,Colourblocked T-shirt,Men,http://assets.myntassets.com/assets/images/2169171/2019/5/29/cabd0aa5-6067-4ff1-b490-d72a80762fe51559130170714-Roadster-Men-Grey-Melange--Black-Colourblocked-T-shirt-62615-1.jpg,699,Roadster Men Grey Melange & Black Colourblocked T-,279
6410293a82e66dc81547f249,2023-03-03T13:55:11.655+00:20,TRUE,Roadster,Tshirts,Printed Round Neck T-shirt,Men,http://assets.myntassets.com/assets/images/11537058/2020/3/16/55d9911e-9ed9-4f89-803f-aeb933e69c291584349605535-Roadster-Men-Maroon-Printed-Round-Neck-T-shirt-9701584349604-1.jpg,499,Roadster Men Maroon & Black Printed Round Neck T-s,199
6410293a82e66dc81547f24a,2023-03-03T13:55:11.655+00:21,TRUE,Styli,Tshirts,Men Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/21290674/2022/12/23/6aa31c4a-adf2-4c3a-9866-3ff068cefa591671800165242StyliMenBeigeDrop-ShoulderSleevesT-shirt1.jpg,699,Styli Men Cotton T-shirt,629
6410293a82e66dc81547f24b,2023-03-03T13:55:11.655+00:22,TRUE,DILLINGER,Tshirts,Striped Cotton Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/11067734/2019/12/10/34b589c2-80b9-4ad9-81ea-84333fbc46761575972548055-DILLINGER-Men-Tshirts-4071575972546110-1.jpg,1199,DILLINGER Men Navy Blue  Red Striped Cotton Pure C,527
6410293a82e66dc81547f24c,2023-03-03T13:55:11.655+00:23,TRUE,Roadster,Tshirts,Time Travlr Sleveless T-shirt,Men,http://assets.myntassets.com/assets/images/2498508/2019/8/16/db27472a-044e-4c8c-b752-d089e9d70cee1565950062347-Roadster-Time-Travlr-Men-Teal-Blue-Solid-Scoop-Neck-T-shirt--1.jpg,499,Roadster Time Travlr Men Teal Blue Sleveless T-shi,149
6410293a82e66dc81547f24d,2023-03-03T13:55:11.655+00:24,TRUE,HRX by Hrithik Roshan,Tshirts,Ultralyte Men Running T-shirt,Men,http://assets.myntassets.com/assets/images/10106341/2019/9/5/e5bd4bb5-b746-44b1-92fd-1b20906c60031567656798859-HRX-by-Hrithik-Roshan-Men-Tshirts-5601567656797772-1.jpg,899,HRX by Hrithik Roshan Ultralyte Men Black Running ,494
6410293a82e66dc81547f24e,2023-03-03T13:55:11.655+00:25,TRUE,Roadster,Tshirts,Graphic T-shirt,Men,http://assets.myntassets.com/assets/images/1072681/2020/1/20/9de2d7dc-e239-4327-b7d0-096c80ac3a121579503443912-Roadster-Men-Charcoal-Melange-Printed-Round-Neck-T-shirt-364-1.jpg,499,Roadster Men Charcoal Melange Graphic Printed T-sh,224
6410293a82e66dc81547f24f,2023-03-03T13:55:11.655+00:26,TRUE,Nautica,Tshirts,Solid Polo Collar T-shirt,Men,http://assets.myntassets.com/assets/images/11487362/2020/6/17/f9f2b108-6915-4073-82e8-85a95b119a651592396707658-Nautica-Men-Tshirts-3811592396706267-1.jpg,2599,Nautica Men Pink Solid Polo Collar T-shirt,909
6410293a82e66dc81547f250,2023-03-03T13:55:11.655+00:27,TRUE,CHKOKKO,Tshirts,Men Solid High Neck T-shirt,Men,http://assets.myntassets.com/assets/images/10481292/2019/9/23/591b062a-3d15-4a5e-845a-36abef0e51861569229707463-Chkokko-Men-Black-Solid-High-Neck-T-shirt-7181569229706374-1.jpg,2765,CHKOKKO Men Black Solid High Neck T-shirt,857
6410293a82e66dc81547f251,2023-03-03T13:55:11.655+00:28,TRUE,Bewakoof,Tshirts,Printed Loose Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/20771874/2022/11/16/13225e1b-9368-4984-87ef-67a65d21e49c1668584084480BewakoofXStreetwearMensBlackGraphicLooseT-shirts1.jpg,1499,Bewakoof Men Black Printed Drop-Shoulder Sleeves L,649
6410293a82e66dc81547f252,2023-03-03T13:55:11.655+00:29,TRUE,Roadster,Tshirts,Printed Cotton Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/8938905/2019/4/22/87f43813-3f79-44c6-b24f-10bb2f546ce61555939169332-Roadster-Men-Black-Printed-Round-Neck-T-shirt-22215559391680-1.jpg,799,Roadster Men Black Printed Cotton Pure Cotton T-sh,319
6410293a82e66dc81547f253,2023-03-03T13:55:11.655+00:30,TRUE,Roadster,Tshirts,Printed Round Neck Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/12251202/2020/9/19/754421f6-b31c-44f5-a3d0-b1394a8b69c21600516277801-Roadster-Men-Tshirts-5861600516276283-1.jpg,599,Roadster Men Sea Green Printed Round Neck Pure Cot,239
6410293a82e66dc81547f254,2023-03-03T13:55:11.655+00:31,TRUE,HRX by Hrithik Roshan,Tshirts,Running Bio-Wash Tshirt,Men,http://assets.myntassets.com/assets/images/11999496/2020/7/9/28147c07-9cec-4754-9226-ade4fc7908631594292867204-HRX-by-Hrithik-Roshan-Men-Tshirts-1821594292865503-1.jpg,699,HRX by Hrithik Roshan Men Olive Green Solid Bio-Wa,349
6410293a82e66dc81547f255,2023-03-03T13:55:11.655+00:32,TRUE,DILLINGER,Tshirts,Men Printed Loose T-shirt,Men,http://assets.myntassets.com/assets/images/17240498/2022/3/16/0dcb84cb-f142-4770-80cd-617bc0fb26011647414184409-DILLINGER-Men-Tshirts-3341647414183886-1.jpg,1399,DILLINGER Men Black Typography Printed Pure Cotton,489
6410293a82e66dc81547f256,2023-03-03T13:55:11.655+00:33,TRUE,H&M,Tshirts,Men Cotton Pure Cotton T-shirt Regular Fit,Men,http://assets.myntassets.com/assets/images/11468732/2020/3/24/bece2abc-3045-41a5-a4e2-8caaa2354c331585042911269-HM-Men-Black-Solid-Cotton-T-shirt-Regular-Fit-51515850429100-1.jpg,399,HM Men Black Solid Cotton Pure Cotton T-shirt Regu,399
6410293a82e66dc81547f257,2023-03-03T13:55:11.655+00:34,TRUE,Dennis Lingo,Tshirts,Men Dyed T-shirt,Men,http://assets.myntassets.com/assets/images/20899088/2022/11/24/4ce7581e-2ce5-4fc9-ac1d-436834f54bbb1669290766450DennisLingoMensPureCottonPrintedHalfSleevesT-ShirtPowderBlue1.jpg,1649,Dennis Lingo Men Blue Dyed T-shirt,525
6410293a82e66dc81547f258,2023-03-03T13:55:11.655+00:35,TRUE,Levis,Tshirts,Men Typography Printed T-shirt,Men,http://assets.myntassets.com/assets/images/18087770/2022/5/18/42c7e89d-d885-4fda-82ea-4f77ae7b18d51652873317976-Levis-Men-White-Typography-Printed-Pure-Cotton-T-shirt-74716-1.jpg,1099,Levis Men White Typography Printed Pure Cotton T-s,824
6410293a82e66dc81547f259,2023-03-03T13:55:11.655+00:36,TRUE,Roadster,Tshirts,Solid Round Neck T-shirt,Men,http://assets.myntassets.com/assets/images/2275369/2018/1/24/11516793398088-Roadster-Men-Green-Solid-Round-Neck-T-shirt-3761516793397918-1.jpg,499,Roadster Men Green Solid Round Neck T-shirt,199
6410293a82e66dc81547f25a,2023-03-03T13:55:11.655+00:37,TRUE,Roadster,Tshirts,Printed Round Neck Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/10424640/2020/2/14/1a712264-f58a-4bbc-8d2d-5d7644ebdbb71581669394523-Roadster-Men-Tshirts-8661581669393090-1.jpg,499,The Roadster Lifestyle Co Men Black Printed Round ,324
6410293a82e66dc81547f25b,2023-03-03T13:55:11.655+00:38,TRUE,HRX by Hrithik Roshan,Tshirts,Rapid Dry Training T-shirt,Men,http://assets.myntassets.com/assets/images/5842076/2018/12/20/353cd269-5498-4aa9-a6ca-c503fcd2f2c61545286560719-HRX-by-Hrithik-Roshan-Men-White-Rapid-Dry-Camo-Training-T-sh-1.jpg,1099,HRX by Hrithik Roshan Men White Rapid Dry Camo Tra,549
6410293a82e66dc81547f25c,2023-03-03T13:55:11.655+00:39,TRUE,Roadster,Tshirts,Printed Cotton Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/2499241/2018/6/11/8158b6c9-5d20-4682-9894-e69f030f13161528701910390-Roadster-Men-Brown-Printed-Round-Neck-T-shirt-36015287019094-1.jpg,499,Roadster Men Brown Printed Cotton Pure Cotton T-sh,224
6410293a82e66dc81547f25d,2023-03-03T13:55:11.655+00:40,TRUE,Louis Philippe Sport,Tshirts,Men Polo Collar T-shirt,Men,http://assets.myntassets.com/assets/images/18762136/2022/6/29/6fbf52c7-6438-491c-92ee-4da69a7939971656501567738-Louis-Philippe-Sport-Men-Teal-Polo-Collar-Slim-Fit-T-shirt-4-1.jpg,1299,Louis Philippe Sport Men Teal Polo Collar T-shirt,766
6410293a82e66dc81547f25e,2023-03-03T13:55:11.655+00:41,TRUE,WROGN,Tshirts,Men Colourblocked Slim Fit Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/15070200/2021/9/13/ce673571-1755-4987-b17a-13a10ccb47091631518443267-WROGN-Men-Tshirts-5311631518442822-1.jpg,1699,WROGN Men Navy Blue  White Colourblocked Slim Fit ,1104
6410293a82e66dc81547f260,2023-03-03T13:55:11.655+00:43,TRUE,HIGHLANDER,Tshirts,Men Henley Neck Slim Fit T-shirt,Men,http://assets.myntassets.com/assets/images/20502050/2022/10/22/438a1f9e-9d29-4ef7-91b5-1f9257e6afbd1666453448118Tshirts1.jpg,1249,HIGHLANDER Men Pink Henley Neck Slim Fit T-shirt,299
6410293a82e66dc81547f261,2023-03-03T13:55:11.655+00:44,TRUE,Roadster,Tshirts,Polo Collar T-shirt,Men,http://assets.myntassets.com/assets/images/2303672/2022/4/21/6d15aad3-8abe-41c2-8588-d810b3e3b5071650544498724RoadsterMenWhitePoloCollarT-shirt1.jpg,899,Roadster Men White Polo Collar T-shirt,314
6410293a82e66dc81547f262,2023-03-03T13:55:11.655+00:45,TRUE,The Souled Store,Tshirts,Men Loose Pure Cotton T-shirt,Men,http://assets.myntassets.com/assets/images/20781208/2022/11/16/6600e819-925b-48b0-894e-835febbd8ce71668611851202Tshirts1.jpg,1699,The Souled Store Men White Loose Pure Cotton T-shi,944
6410293a82e66dc81547f263,2023-03-03T13:55:11.655+00:46,TRUE,Louis Philippe Sport,Tshirts,Men Polo Collar T-shirt,Men,http://assets.myntassets.com/assets/images/18762302/2022/6/29/e4865577-1370-4ede-a5b9-325bf48b6c931656501603337-Louis-Philippe-Sport-Men-Brown-Polo-Collar-Slim-Fit-T-shirt--1.jpg,1299,Louis Philippe Sport Men Brown Polo Collar T-shirt,766
6410293a82e66dc81547f264,2023-03-03T13:55:11.655+00:47,TRUE,WROGN,Tshirts,Solid Polo Collar T-shirt,Men,http://assets.myntassets.com/assets/images/11363908/2020/3/2/3047363c-f29a-416e-8f8b-f070c08cf39f1583149447602-WROGN-Men-Tshirts-271583149446309-1.jpg,1399,WROGN Men Burgundy Solid Polo Collar T-shirt,909
6410293a82e66dc81547f265,2023-03-03T13:55:11.655+00:48,TRUE,Roadster,Tshirts,Longline T-shirt with Raw Edge,Men,http://assets.myntassets.com/assets/images/1824340/2017/8/3/11501764560457-Roadster-Men-Grey-Melange-Solid-Round-Neck-T-shirt-3291501764560241-1.jpg,799,Roadster Men Grey Melange Longline T-shirt with Ra,399
6410293a82e66dc81547f266,2023-03-03T13:55:11.655+00:49,TRUE,HIGHLANDER,Tshirts,Printed Polo Collar T-shirt,Men,http://assets.myntassets.com/assets/images/10285719/2019/8/5/5eadb3aa-e5a9-4632-833d-0a2f3e4f58d21565006107143-HIGHLANDER-Men-Maroon-Printed-Polo-Collar-T-shirt-2361565006-1.jpg,1099,HIGHLANDER Men Maroon Printed Polo Collar T-shirt,296
6410293a82e66dc81547f267,2023-03-03T13:55:11.655+00:50,TRUE,Mast & Harbour,Sweatshirts,Men Pure Cotton Sweatshirt,Men,http://assets.myntassets.com/assets/images/15609298/2021/12/17/a5c80a1b-8dc4-41a8-b026-aadc18ea1e7f1639723888054-Mast--Harbour-Men-Sweatshirts-9851639723887714-1.jpg,1599,Mast & Harbour Men Sea Green Pure Cotton Solid Swe,799
6410293a82e66dc81547f268,2023-03-03T13:55:11.655+00:51,TRUE,Mast & Harbour,Sweatshirts,Solid Pullover Sweatshirt,Men,http://assets.myntassets.com/assets/images/11972828/2020/10/28/5c076246-1351-460b-aed0-2df50e6a17461603892197540-Mast--Harbour-Men-Sweatshirts-1211603892195989-1.jpg,1699,Mast & Harbour Men Blue Solid Pullover Sweatshirt,815
6410293a82e66dc81547f269,2023-03-03T13:55:11.655+00:52,TRUE,Mast & Harbour,Sweatshirts,Solid Turtle Neck Sweatshirt,Men,http://assets.myntassets.com/assets/images/14442788/2022/10/6/da44d5e5-8670-4480-afff-f6cf467d86571665048151671-Mast--Harbour-Men-Navy-Blue-Solid-Turtle-Neck-Sweatshirt-223-1.jpg,1599,Mast & Harbour Men Navy Blue Solid Turtle Neck Swe,767
6410293a82e66dc81547f26a,2023-03-03T13:55:11.655+00:53,TRUE,Mast & Harbour,Sweatshirts,Men Printed Hooded Sweatshirt,Men,http://assets.myntassets.com/assets/images/18929536/2022/9/29/0cc9d81c-7713-48c5-a044-b797bf6fe5b71664442084108-Mast--Harbour-Men-Sweatshirts-2571664442083750-5.jpg,1999,Mast & Harbour Men Printed Hooded Sweatshirt,859
6410293a82e66dc81547f26b,2023-03-03T13:55:11.655+00:54,TRUE,Mast & Harbour,Sweatshirts,Men Printed Sweatshirt,Men,http://assets.myntassets.com/assets/images/5124329/2018/10/24/9fc4586e-e993-40f1-8a02-08636087c68c1540381886548-Mast--Harbour-Men-Olive-Green-Printed-Sweatshirt-4361540381886419-1.jpg,1699,Mast & Harbour Men Olive Green Printed Sweatshirt,815
6410293a82e66dc81547f26c,2023-03-03T13:55:11.655+00:55,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/10136673/2019/11/21/0a8b8ed0-a404-4d39-8d8f-a0a67e3f49e61574335206981-Mast--Harbour-Men-Sweatshirts-1111574335205432-1.jpg,1699,Mast & Harbour Men Yellow Solid Sweatshirt,815
6410293a82e66dc81547f26d,2023-03-03T13:55:11.655+00:56,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/5596338/2021/8/24/cc6422a4-5783-4d13-98d8-73296e2f898a1629807226410-Mast--Harbour-Men-Blue-Solid-Sweatshirt-8871629807224598-1.jpg,1599,Mast & Harbour Men Blue Solid Sweatshirt,799
6410293a82e66dc81547f26e,2023-03-03T13:55:11.655+00:57,TRUE,Mast & Harbour,Sweatshirts,Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/11972950/2020/9/22/e637b112-c53c-4927-bab6-6c7f9fc0f3d81600774987985-Mast--Harbour-Men-Sweatshirts-9451600774986745-1.jpg,1499,Mast & Harbour Men Mustard Yellow Solid Sweatshirt,699
6410293a82e66dc81547f26f,2023-03-03T13:55:11.655+00:58,TRUE,Mast & Harbour,Sweatshirts,Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/11973394/2020/11/11/fba9db9e-fc91-49d8-82d6-0d89fd95fab31605087341054-Mast--Harbour-Men-Sweatshirts-5101605087339042-1.jpg,1699,Mast & Harbour Men Black Solid Sweatshirt,815
6410293a82e66dc81547f270,2023-03-03T13:55:11.655+00:59,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/10136765/2019/9/25/bd8787a0-36a5-4359-b280-eaef2a2a85a11569392185173-Mast--Harbour-Men-Orange-Solid-Hooded-Sweatshirt-76715693921-1.jpg,1999,Mast & Harbour Men Orange Solid Hooded Sweatshirt,999
6410293a82e66dc81547f271,2023-03-03T13:55:11.655+00:60,TRUE,Mast & Harbour,Sweatshirts,Men Hooded Sweatshirt,Men,http://assets.myntassets.com/assets/images/19110938/2022/9/10/bab71e91-c96f-4c18-aff5-03cd875ee0ac1662812747720-Mast--Harbour-Men-Sweatshirts-8091662812747365-1.jpg,2199,Mast & Harbour Men Navy Blue & Pink Colourblocked ,835
6410293a82e66dc81547f272,2023-03-03T13:55:11.655+00:61,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/19305002/2022/9/21/5cd06dd0-ead9-4d4c-8eeb-0b684019888e1663743330765-Mast--Harbour-Men-Brown-Sweatshirt-1151663743330227-1.jpg,1499,Mast & Harbour Men Brown Sweatshirt,569
6410293a82e66dc81547f273,2023-03-03T13:55:11.655+00:62,TRUE,Mast & Harbour,Sweatshirts,Men Printed Sweatshirt,Men,http://assets.myntassets.com/assets/images/1859218/2017/10/27/11509100679899-Mast--Harbour-Men-Sweatshirts-901509100679723-1.jpg,1599,Mast & Harbour Men Blue Printed Sweatshirt,767
6410293a82e66dc81547f274,2023-03-03T13:55:11.655+00:63,TRUE,Mast & Harbour,Sweatshirts,Printed Sweatshirt,Men,http://assets.myntassets.com/assets/images/11973392/2020/11/11/bd796386-0b4b-4cfa-b6f6-ee454a47b4af1605087325039-Mast--Harbour-Men-Sweatshirts-351605087323623-1.jpg,1899,Mast & Harbour Men Navy Blue & White Printed Hoode,816
6410293a82e66dc81547f275,2023-03-03T13:55:11.655+00:64,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/5124315/2018/10/24/a6baa8aa-38bc-48ef-b583-782aa81a3fe31540364965902-Mast--Harbour-Men-Sweatshirts-7551540364965705-1.jpg,1699,Mast & Harbour Men Blue Solid Sweatshirt,815
6410293a82e66dc81547f276,2023-03-03T13:55:11.655+00:65,TRUE,Mast & Harbour,Sweatshirts,Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/12147826/2020/12/5/befef8bc-ad31-4bb2-90d9-0b4ae9af25441607157109347-Mast--Harbour-Men-Sweatshirts-6781607157108012-1.jpg,1699,Mast & Harbour Men Blue Solid Sweatshirt,815
6410293a82e66dc81547f277,2023-03-03T13:55:11.655+00:66,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/18930964/2022/9/8/9da375b7-d8d9-4d32-971b-513b161d23a21662627201836-Mast--Harbour-Men-Mustard-Sweatshirt-7641662627201379-1.jpg,1499,Mast & Harbour Men Mustard Yellow Solid Sweatshirt,569
6410293a82e66dc81547f278,2023-03-03T13:55:11.655+00:67,TRUE,Mast & Harbour,Sweatshirts,Men Printed Sweatshirt,Men,http://assets.myntassets.com/assets/images/14442858/2021/10/25/1d8b7f36-d888-43c0-9292-8c7830c7de041635155554484-Mast--Harbour-Men-Blue--White-Printed-Sweatshirt-84116351555-1.jpg,1499,Mast & Harbour Men Blue & White Printed Sweatshirt,699
6410293a82e66dc81547f279,2023-03-03T13:55:11.655+00:68,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/1850353/2017/9/22/11506058909841-Mast--Harbour-Men-Red-Solid-Sweatshirt-4921506058909668-1.jpg,2199,Mast & Harbour Men Red Solid Sweatshirt,945
6410293a82e66dc81547f27a,2023-03-03T13:55:11.655+00:69,TRUE,Mast & Harbour,Sweatshirts,Men Striped Sweatshirt,Men,http://assets.myntassets.com/assets/images/10136937/2022/4/7/8c0a20b3-d15b-4e94-afac-1a79ba59f35f1649328843084MastHarbourMenNavyBlueRedStripedSweatshirt1.jpg,1799,Mast & Harbour Men Navy Blue & Red Striped Sweatsh,863
6410293a82e66dc81547f27b,2023-03-03T13:55:11.655+00:70,TRUE,Mast & Harbour,Sweatshirts,Men Solid Hooded Sweatshirt,Men,http://assets.myntassets.com/assets/images/10136727/2019/9/18/b3018bda-59af-4e90-af4a-d7bce2ca46211568803495916-Mast--Harbour-Men-Sweatshirts-4691568803494864-1.jpg,1999,Mast & Harbour Men Maroon Solid Hooded Sweatshirt,959
6410293a82e66dc81547f27c,2023-03-03T13:55:11.655+00:71,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/19614674/2022/11/23/c16d575d-fe43-443e-a4c3-f622e4d5eaf11669204525108-Mast--Harbour-Men-Pink-Sweatshirt-8731669204524704-1.jpg,1799,Mast & Harbour Men Pink Solid Sweatshirt,699
